account_id,payment_behavior,months_on_book,plan_tier,auto_debit,credit_score_band,bundled_services,complaint_calls,ebill_enrolled,segment,target
ACC0009268,40,25,50,45,35,30,-50,-20,MATURE,0
ACC0009269,40,-45,-35,-40,10,30,40,30,YOUNG,0
ACC0009270,75,25,15,45,65,55,40,-20,MATURE,0
ACC0009271,-25,-10,-35,45,65,-30,40,30,MATURE,0
ACC0009272,10,-10,15,-40,35,30,40,-20,MATURE,0
ACC0009273,40,55,-35,45,35,-30,40,30,MATURE,0
ACC0009274,-25,-45,15,45,-20,5,0,30,YOUNG,0
ACC0009275,-60,-45,-35,-40,35,-30,40,-20,YOUNG,0
ACC0009276,-25,-10,-35,-40,10,5,-50,30,YOUNG,0
ACC0009277,40,25,15,-40,65,-30,-50,30,MATURE,0
ACC0009278,-25,-10,50,45,65,-30,0,-20,MATURE,1
ACC0009279,-60,-45,15,45,10,5,40,30,YOUNG,1
ACC0009280,-25,25,15,45,10,55,40,30,YOUNG,0
ACC0009281,40,25,15,-40,-20,5,40,30,YOUNG,0
ACC0009282,40,25,15,-40,35,55,0,-20,MATURE,0
ACC0009283,40,-45,15,-40,35,5,0,-20,YOUNG,1
ACC0009284,40,-45,15,-40,35,-30,0,-20,YOUNG,0
ACC0009285,40,-45,-35,45,35,5,0,30,YOUNG,0
ACC0009286,75,-10,15,-40,35,-30,0,-20,YOUNG,0
ACC0009287,75,25,50,45,-55,5,40,-20,MATURE,0
ACC0009288,75,-45,15,45,35,-30,-50,-20,MATURE,0
ACC0009289,10,-45,50,45,10,55,0,30,MATURE,0
ACC0009290,75,-10,15,45,35,-30,40,30,MATURE,0
ACC0009291,75,55,50,45,10,5,40,30,MATURE,0
ACC0009292,75,55,15,-40,35,-30,0,30,YOUNG,0
ACC0009293,-25,-45,-35,-40,-55,-30,0,30,YOUNG,1
ACC0009294,10,25,15,45,10,-30,40,-20,MATURE,0
ACC0009295,40,-45,-35,45,65,30,40,-20,MATURE,0
ACC0009296,-25,25,50,45,10,30,0,30,MATURE,0
ACC0009297,-25,-10,15,-40,10,5,-50,30,YOUNG,1
ACC0009298,-25,-45,15,-40,65,5,40,30,YOUNG,0
ACC0009299,40,25,15,45,35,55,0,-20,MATURE,0
ACC0009300,40,-45,-35,-40,-20,-30,0,30,YOUNG,0
ACC0009301,10,-10,15,-40,10,-30,40,30,YOUNG,0
ACC0009302,75,55,50,-40,35,30,0,30,MATURE,0
ACC0009303,40,-10,-35,-40,10,-30,40,30,YOUNG,0
ACC0009304,40,-45,15,45,-20,5,0,30,MATURE,0
ACC0009305,-25,25,50,45,35,-30,40,-20,YOUNG,0
ACC0009306,-25,55,15,-40,10,30,40,30,MATURE,0
ACC0009307,-60,-45,15,-40,10,-30,0,30,YOUNG,1
ACC0009308,-25,25,-35,-40,35,30,0,30,YOUNG,1
ACC0009309,40,-10,15,-40,10,5,0,30,MATURE,0
ACC0009310,40,-45,15,45,10,-30,40,30,YOUNG,0
ACC0009311,-25,55,15,45,10,-30,0,30,YOUNG,0
ACC0009312,40,-45,-35,45,-55,55,0,30,YOUNG,0
ACC0009313,75,25,15,45,65,-30,0,30,MATURE,0
ACC0009314,10,-10,15,-40,35,-30,40,30,YOUNG,1
ACC0009315,40,-10,-35,45,10,5,0,30,YOUNG,0
ACC0009316,75,-45,-35,45,35,-30,0,-20,YOUNG,0
ACC0009317,40,25,-35,45,35,5,40,-20,MATURE,0
ACC0009318,-25,55,15,45,35,30,0,-20,MATURE,0
ACC0009319,-25,25,15,-40,35,30,0,-20,MATURE,0
ACC0009320,40,-10,15,-40,10,-30,-50,30,YOUNG,0
ACC0009321,10,-10,-35,-40,-20,-30,40,30,YOUNG,0
ACC0009322,10,25,-35,45,10,5,40,30,YOUNG,0
ACC0009323,75,-10,50,-40,35,-30,0,30,YOUNG,0
ACC0009324,75,25,15,45,35,5,40,30,MATURE,0
ACC0009325,40,25,-35,45,65,5,40,30,MATURE,0
ACC0009326,40,-45,15,-40,-20,5,0,30,YOUNG,0
ACC0009327,75,25,15,45,65,30,-50,-20,MATURE,0
ACC0009328,10,-10,15,-40,35,30,40,30,YOUNG,0
ACC0009329,75,-10,15,45,10,-30,40,30,MATURE,0
ACC0009330,75,55,50,-40,10,5,0,-20,MATURE,0
ACC0009331,10,-45,15,45,-20,5,0,30,YOUNG,0
ACC0009332,40,25,15,45,65,-30,40,30,YOUNG,0
ACC0009333,-25,-45,-35,45,-20,-30,0,30,YOUNG,0
ACC0009334,40,25,-35,-40,-20,-30,40,-20,YOUNG,0
ACC0009335,75,-10,15,45,-20,5,40,30,MATURE,0
ACC0009336,-60,-10,50,-40,35,5,-50,30,YOUNG,1
ACC0009337,40,-45,-35,-40,-20,5,0,30,MATURE,1
ACC0009338,10,-45,50,45,-20,-30,40,30,YOUNG,0
ACC0009339,-25,-10,-35,45,10,-30,0,30,YOUNG,1
ACC0009340,10,-10,50,-40,10,-30,40,-20,YOUNG,0
ACC0009341,75,55,-35,45,10,5,-50,30,YOUNG,0
ACC0009342,75,-10,50,-40,35,5,40,30,YOUNG,0
ACC0009343,-25,25,50,-40,10,55,0,-20,MATURE,0
ACC0009344,75,-10,50,45,65,30,40,30,YOUNG,0
ACC0009345,-25,-10,15,-40,-20,5,0,30,YOUNG,0
ACC0009346,75,55,-35,-40,-55,-30,40,-20,MATURE,0
ACC0009347,-25,-45,15,-40,10,-30,0,30,YOUNG,1
ACC0009348,-25,-45,-35,45,-20,5,40,-20,MATURE,1
ACC0009349,-25,-45,15,-40,-20,-30,40,30,YOUNG,0
ACC0009350,40,-10,50,-40,35,-30,40,-20,YOUNG,0
ACC0009351,75,55,15,45,10,5,0,-20,YOUNG,0
ACC0009352,40,-45,-35,-40,-55,5,40,30,YOUNG,1
ACC0009353,75,-10,-35,-40,-55,30,0,30,YOUNG,0
ACC0009354,75,25,15,45,10,55,40,-20,MATURE,0
ACC0009355,40,55,50,45,65,5,0,-20,MATURE,0
ACC0009356,40,-10,-35,45,35,30,0,-20,MATURE,0
ACC0009357,-25,25,50,-40,35,55,0,30,MATURE,0
ACC0009358,10,-45,50,-40,35,55,-50,-20,YOUNG,0
ACC0009359,10,25,15,45,10,55,40,30,MATURE,0
ACC0009360,75,25,50,45,10,30,-50,-20,MATURE,0
ACC0009361,75,-45,-35,-40,-55,5,40,30,YOUNG,0
ACC0009362,10,-45,15,-40,35,30,40,-20,YOUNG,0
ACC0009363,40,55,15,45,35,55,-50,30,MATURE,0
ACC0009364,-25,-45,15,-40,10,-30,40,30,YOUNG,0
ACC0009365,10,25,50,-40,10,5,40,30,MATURE,0
ACC0009366,40,-45,-35,45,-20,30,-50,-20,YOUNG,1
ACC0009367,-60,-10,50,45,35,-30,0,30,YOUNG,1
ACC0009368,40,25,15,45,10,55,0,30,MATURE,0
ACC0009369,-60,-10,50,-40,-20,-30,-50,-20,YOUNG,1
ACC0009370,75,25,-35,-40,10,-30,40,-20,YOUNG,0
ACC0009371,40,25,-35,-40,35,5,40,30,YOUNG,0
ACC0009372,75,25,15,45,35,-30,40,-20,MATURE,0
ACC0009373,40,-10,15,-40,35,55,0,30,YOUNG,0
ACC0009374,-25,-45,15,-40,-55,-30,0,30,YOUNG,0
ACC0009375,40,55,15,45,10,-30,-50,30,YOUNG,0
ACC0009376,75,-10,15,-40,-20,30,40,30,YOUNG,0
ACC0009377,-60,55,50,45,35,5,40,-20,MATURE,0
ACC0009378,40,25,-35,45,-20,-30,-50,-20,YOUNG,0
ACC0009379,40,25,50,45,-55,-30,40,-20,YOUNG,0
ACC0009380,75,25,15,-40,-55,-30,40,30,YOUNG,1
ACC0009381,-60,55,15,-40,10,-30,40,30,YOUNG,1
ACC0009382,-25,-10,-35,45,-55,-30,-50,30,YOUNG,0
ACC0009383,75,55,50,45,65,-30,-50,-20,MATURE,0
ACC0009384,75,25,50,45,65,-30,40,30,MATURE,0
ACC0009385,10,-45,15,-40,10,-30,0,-20,YOUNG,1
ACC0009386,40,25,15,45,10,-30,40,30,YOUNG,0
ACC0009387,-25,25,15,-40,10,30,0,30,MATURE,0
ACC0009388,75,-10,-35,45,65,-30,40,30,MATURE,0
ACC0009389,75,55,15,-40,10,-30,0,30,YOUNG,1
ACC0009390,10,-10,-35,-40,-20,-30,0,30,YOUNG,0
ACC0009391,10,-10,-35,-40,-55,5,-50,30,YOUNG,1
ACC0009392,40,-10,15,45,10,-30,40,30,YOUNG,0
ACC0009393,10,25,-35,-40,65,-30,40,30,YOUNG,0
ACC0009394,10,-10,15,45,65,5,0,-20,MATURE,0
ACC0009395,40,-10,-35,-40,35,-30,0,30,YOUNG,0
ACC0009396,10,25,15,45,35,5,0,30,YOUNG,0
ACC0009397,10,55,50,45,-20,55,40,-20,MATURE,0
ACC0009398,40,25,15,45,35,-30,40,30,MATURE,0
ACC0009399,-25,-45,-35,45,10,-30,-50,30,YOUNG,1
ACC0009400,40,-10,50,-40,10,30,-50,-20,YOUNG,0
ACC0009401,75,-45,15,45,35,5,-50,30,YOUNG,0
ACC0009402,40,-45,-35,-40,-55,-30,40,30,YOUNG,0
ACC0009403,10,-10,-35,45,-55,55,0,30,YOUNG,0
ACC0009404,10,-10,50,-40,-55,30,40,-20,MATURE,1
ACC0009405,40,25,-35,-40,65,-30,40,-20,YOUNG,0
ACC0009406,10,-45,-35,-40,10,5,-50,30,YOUNG,0
ACC0009407,40,-45,15,-40,10,-30,-50,30,YOUNG,1
ACC0009408,75,-45,-35,45,65,-30,-50,30,MATURE,0
ACC0009409,75,25,15,45,65,-30,0,-20,MATURE,1
ACC0009410,75,-10,15,-40,-20,30,0,30,YOUNG,0
ACC0009411,10,25,-35,-40,35,30,-50,30,YOUNG,0
ACC0009412,40,25,-35,-40,10,5,0,-20,YOUNG,0
ACC0009413,40,25,50,45,35,-30,0,30,YOUNG,0
ACC0009414,-60,55,15,-40,-20,30,0,30,YOUNG,1
ACC0009415,40,25,15,45,65,-30,40,-20,MATURE,0
ACC0009416,40,25,-35,45,10,30,-50,-20,MATURE,0
ACC0009417,-25,25,-35,-40,-20,-30,0,-20,YOUNG,0
ACC0009418,10,-10,-35,-40,10,-30,0,30,YOUNG,0
ACC0009419,10,25,15,45,35,-30,40,30,MATURE,0
ACC0009420,40,-45,15,-40,65,-30,40,30,YOUNG,1
ACC0009421,-25,-45,15,45,35,-30,40,-20,MATURE,0
ACC0009422,10,-45,50,45,10,-30,40,30,YOUNG,0
ACC0009423,40,55,-35,-40,65,30,0,30,YOUNG,0
ACC0009424,-25,25,15,-40,-55,-30,0,30,YOUNG,1
ACC0009425,-25,55,50,45,10,30,-50,-20,MATURE,0
ACC0009426,75,-45,15,45,10,55,0,-20,YOUNG,0
ACC0009427,10,-10,50,45,-20,-30,-50,30,YOUNG,0
ACC0009428,10,55,50,-40,10,30,0,30,YOUNG,0
ACC0009429,10,-10,15,-40,35,5,40,-20,YOUNG,0
ACC0009430,10,-10,-35,45,-20,-30,0,30,YOUNG,0
ACC0009431,40,-45,50,45,35,-30,40,-20,MATURE,0
ACC0009432,-60,25,15,-40,-55,30,0,30,YOUNG,0
ACC0009433,40,25,-35,45,-20,30,0,-20,YOUNG,1
ACC0009434,10,-45,15,45,65,-30,40,30,YOUNG,0
ACC0009435,-25,55,15,45,-20,-30,40,-20,YOUNG,0
ACC0009436,40,55,50,-40,-20,55,-50,-20,YOUNG,0
ACC0009437,-60,-45,-35,-40,-55,30,40,30,YOUNG,1
ACC0009438,40,-45,-35,-40,-55,-30,40,30,YOUNG,1
ACC0009439,10,-45,15,45,-20,-30,0,30,YOUNG,0
ACC0009440,40,-45,50,-40,-55,-30,-50,-20,YOUNG,1
ACC0009441,75,-10,15,-40,65,5,40,-20,YOUNG,0
ACC0009442,75,-45,-35,45,10,55,0,30,YOUNG,0
ACC0009443,75,-10,-35,-40,35,5,-50,30,YOUNG,1
ACC0009444,75,-45,15,-40,-55,5,0,30,YOUNG,0
ACC0009445,-25,55,-35,45,-20,-30,0,30,YOUNG,1
ACC0009446,10,-45,-35,45,-55,-30,40,-20,YOUNG,0
ACC0009447,-25,-10,15,-40,10,-30,40,30,YOUNG,1
ACC0009448,-60,-45,-35,45,10,5,0,30,YOUNG,0
ACC0009449,10,55,50,45,-20,-30,40,-20,YOUNG,1
ACC0009450,40,-10,-35,45,35,55,-50,-20,YOUNG,0
ACC0009451,-25,-10,15,-40,10,5,40,30,YOUNG,0
ACC0009452,40,-10,-35,-40,10,30,0,30,YOUNG,0
ACC0009453,75,55,15,-40,65,30,0,30,MATURE,0
ACC0009454,-25,25,15,-40,35,5,0,30,MATURE,0
ACC0009455,10,25,-35,45,-20,30,40,30,YOUNG,0
ACC0009456,75,-45,50,45,10,-30,0,30,MATURE,0
ACC0009457,-25,25,-35,-40,10,5,40,30,YOUNG,0
ACC0009458,75,25,-35,-40,35,-30,0,30,YOUNG,0
ACC0009459,75,25,15,-40,35,-30,40,30,YOUNG,0
ACC0009460,-25,55,50,45,35,30,40,-20,MATURE,0
ACC0009461,75,-45,15,45,35,30,-50,-20,MATURE,0
ACC0009462,40,25,15,-40,65,-30,40,30,YOUNG,0
ACC0009463,75,25,-35,45,35,-30,0,-20,MATURE,0
ACC0009464,-60,-10,15,-40,35,55,0,30,YOUNG,1
ACC0009465,40,-10,15,-40,-20,-30,40,30,YOUNG,0
ACC0009466,10,25,-35,45,-20,5,0,30,YOUNG,0
ACC0009467,40,25,50,45,-20,30,40,30,MATURE,0
ACC0009468,40,-10,15,-40,-20,-30,40,30,YOUNG,0
ACC0009469,75,55,15,45,65,-30,40,-20,MATURE,0
ACC0009470,10,55,50,45,10,55,40,30,MATURE,0
ACC0009471,-60,-10,-35,45,10,-30,40,30,YOUNG,0
ACC0009472,75,25,-35,45,10,30,0,-20,MATURE,0
ACC0009473,75,55,15,45,35,-30,40,30,MATURE,0
ACC0009474,75,-45,50,45,-20,5,40,-20,MATURE,0
ACC0009475,10,-45,50,45,35,55,0,30,MATURE,0
ACC0009476,10,-45,15,45,35,5,0,30,MATURE,0
ACC0009477,40,-10,-35,-40,65,-30,-50,30,YOUNG,1
ACC0009478,10,25,-35,45,10,-30,-50,-20,YOUNG,0
ACC0009479,75,55,15,45,65,55,-50,30,MATURE,0
ACC0009480,-60,-10,50,45,10,-30,0,30,YOUNG,0
ACC0009481,-60,-45,50,45,35,-30,-50,-20,YOUNG,1
ACC0009482,75,-45,50,45,65,30,0,30,MATURE,0
ACC0009483,40,55,50,45,35,55,40,30,MATURE,0
ACC0009484,-25,55,50,-40,10,30,40,-20,YOUNG,0
ACC0009485,-25,-45,15,45,-20,-30,0,30,YOUNG,0
ACC0009486,40,25,15,45,10,30,0,-20,MATURE,0
ACC0009487,40,-10,15,45,65,55,40,30,MATURE,0
ACC0009488,40,55,15,-40,10,30,-50,30,YOUNG,0
ACC0009489,10,-10,15,-40,35,-30,0,30,YOUNG,1
ACC0009490,75,-10,15,-40,10,30,0,30,YOUNG,0
ACC0009491,-25,-10,15,-40,-55,5,-50,30,YOUNG,0
ACC0009492,75,55,15,-40,35,-30,40,-20,MATURE,0
ACC0009493,10,-45,-35,-40,-55,55,-50,-20,YOUNG,1
ACC0009494,40,55,-35,45,-20,-30,-50,30,MATURE,0
ACC0009495,-25,-45,15,45,10,-30,0,30,YOUNG,0
ACC0009496,75,-10,-35,-40,-55,5,40,30,YOUNG,1
ACC0009497,40,25,15,45,10,-30,40,30,YOUNG,0
ACC0009498,40,-10,50,-40,35,5,40,30,YOUNG,0
ACC0009499,40,25,50,45,35,5,40,-20,MATURE,0
ACC0009500,10,-10,-35,45,-20,55,40,30,MATURE,0
ACC0009501,40,55,50,45,-55,-30,-50,30,MATURE,0
ACC0009502,10,-45,15,45,-20,-30,-50,-20,YOUNG,1
ACC0009503,40,-10,50,45,35,5,0,30,YOUNG,0
ACC0009504,75,-10,-35,-40,10,-30,-50,30,YOUNG,0
ACC0009505,40,-45,15,45,65,-30,0,-20,MATURE,0
ACC0009506,75,-45,15,45,10,-30,-50,-20,YOUNG,0
ACC0009507,40,25,-35,45,-55,-30,0,-20,YOUNG,0
ACC0009508,40,-10,15,45,35,5,40,-20,MATURE,0
ACC0009509,75,25,15,45,65,-30,40,30,MATURE,0
ACC0009510,10,-10,50,45,35,55,40,-20,MATURE,0
ACC0009511,10,55,-35,45,-20,-30,0,30,YOUNG,0
ACC0009512,40,-45,-35,45,10,-30,40,-20,MATURE,0
ACC0009513,40,-45,15,45,10,-30,40,30,YOUNG,0
ACC0009514,10,-45,-35,-40,-55,-30,-50,30,YOUNG,1
ACC0009515,40,25,-35,-40,-20,5,40,30,YOUNG,0
ACC0009516,75,-10,50,-40,65,5,40,30,YOUNG,0
ACC0009517,40,55,50,45,35,30,0,30,MATURE,0
ACC0009518,75,55,15,-40,10,30,-50,-20,YOUNG,1
ACC0009519,10,-45,50,45,10,-30,0,30,YOUNG,0
ACC0009520,-60,-45,50,45,10,-30,0,30,YOUNG,0
ACC0009521,40,25,-35,45,35,-30,40,30,MATURE,0
ACC0009522,40,-45,15,-40,10,-30,-50,-20,MATURE,0
ACC0009523,10,-45,50,-40,35,-30,0,30,YOUNG,0
ACC0009524,75,-10,50,-40,10,-30,0,30,YOUNG,0
ACC0009525,40,-10,50,-40,35,55,40,30,YOUNG,0
ACC0009526,10,-10,-35,-40,10,-30,-50,30,YOUNG,1
ACC0009527,75,-45,15,-40,35,-30,40,30,YOUNG,1
ACC0009528,75,-45,15,-40,35,30,-50,-20,YOUNG,1
ACC0009529,10,-45,50,-40,35,-30,40,30,MATURE,0
ACC0009530,10,-10,-35,-40,-20,-30,0,30,YOUNG,1
ACC0009531,75,25,15,45,35,30,0,-20,MATURE,0
ACC0009532,40,25,15,45,10,30,0,-20,MATURE,0
ACC0009533,10,25,15,45,-55,-30,0,-20,YOUNG,0
ACC0009534,10,-45,15,-40,10,5,0,30,YOUNG,0
ACC0009535,-25,25,15,45,35,5,0,30,MATURE,0
ACC0009536,75,-10,50,45,35,-30,40,30,MATURE,0
ACC0009537,-60,-45,-35,-40,35,-30,40,-20,YOUNG,0
ACC0009538,-60,25,-35,45,35,55,0,30,MATURE,0
ACC0009539,40,55,50,-40,10,5,40,30,MATURE,0
ACC0009540,40,55,50,45,10,30,40,30,MATURE,0
ACC0009541,-25,-45,-35,45,35,30,40,30,MATURE,0
ACC0009542,-60,-45,-35,45,10,55,40,30,MATURE,1
ACC0009543,-25,-10,-35,45,65,30,-50,30,YOUNG,0
ACC0009544,75,-45,15,45,35,5,40,30,YOUNG,0
ACC0009545,40,-10,15,45,-55,-30,-50,30,YOUNG,0
ACC0009546,40,-45,15,-40,35,-30,0,-20,YOUNG,0
ACC0009547,40,-45,50,-40,10,5,0,30,YOUNG,0
ACC0009548,10,25,15,45,10,30,40,-20,MATURE,0
ACC0009549,75,55,15,45,10,55,40,-20,MATURE,0
ACC0009550,40,55,-35,-40,65,-30,-50,30,YOUNG,1
ACC0009551,75,-10,-35,45,65,5,40,-20,MATURE,0
ACC0009552,-25,-10,-35,-40,35,-30,40,30,YOUNG,1
ACC0009553,75,-45,15,45,35,-30,40,30,YOUNG,0
ACC0009554,75,25,15,45,65,-30,40,-20,MATURE,0
ACC0009555,-60,25,-35,45,-55,-30,0,30,YOUNG,0
ACC0009556,40,25,15,-40,65,55,40,-20,MATURE,0
ACC0009557,10,-45,50,45,35,55,40,30,MATURE,0
ACC0009558,40,-10,-35,45,10,5,-50,-20,YOUNG,0
ACC0009559,40,-45,50,-40,-20,5,0,30,YOUNG,0
ACC0009560,-25,-45,50,45,-20,5,0,30,YOUNG,1
ACC0009561,40,-10,15,45,10,5,-50,30,MATURE,0
ACC0009562,-60,55,-35,45,35,-30,-50,30,YOUNG,0
ACC0009563,40,55,50,45,65,55,0,-20,MATURE,0
ACC0009564,40,-45,15,45,35,5,0,30,YOUNG,0
ACC0009565,75,25,50,45,35,30,-50,30,MATURE,0
ACC0009566,-25,-10,15,-40,10,-30,-50,-20,YOUNG,0
ACC0009567,-25,-45,50,45,35,5,40,30,MATURE,0
ACC0009568,75,-10,50,45,10,30,40,30,MATURE,0
ACC0009569,75,55,-35,-40,35,55,40,30,MATURE,0
ACC0009570,75,55,-35,45,65,-30,40,30,YOUNG,0
ACC0009571,10,-10,-35,45,-20,-30,40,30,YOUNG,0
ACC0009572,40,-45,15,-40,10,55,0,30,YOUNG,0
ACC0009573,40,-10,15,45,-20,30,40,30,YOUNG,0
ACC0009574,40,55,15,45,65,55,40,30,MATURE,0
ACC0009575,75,-45,-35,-40,10,30,40,30,MATURE,0
ACC0009576,75,55,50,45,65,5,-50,-20,MATURE,0
ACC0009577,10,-10,-35,-40,-20,-30,0,30,YOUNG,0
ACC0009578,-60,-10,15,-40,35,5,0,-20,YOUNG,0
ACC0009579,75,-45,50,-40,-20,-30,40,-20,YOUNG,0
ACC0009580,40,-45,15,45,35,-30,-50,30,YOUNG,0
ACC0009581,75,55,-35,45,65,-30,40,30,MATURE,0
ACC0009582,-60,-10,-35,45,-20,-30,-50,30,YOUNG,0
ACC0009583,40,-45,-35,45,35,30,0,-20,MATURE,0
ACC0009584,10,-10,15,-40,65,-30,0,30,YOUNG,1
ACC0009585,10,-10,-35,45,65,5,40,30,MATURE,0
ACC0009586,75,-45,50,-40,10,30,40,30,MATURE,0
ACC0009587,10,-45,-35,45,10,-30,0,30,YOUNG,0
ACC0009588,40,55,50,45,35,30,40,30,MATURE,0
ACC0009589,-25,-10,50,45,10,30,40,30,MATURE,0
ACC0009590,-25,-45,-35,45,65,30,40,30,YOUNG,0
ACC0009591,75,25,50,45,-20,30,0,30,YOUNG,0
ACC0009592,10,-10,50,45,-55,-30,40,30,YOUNG,0
ACC0009593,40,25,-35,45,10,-30,0,30,MATURE,0
ACC0009594,75,-45,15,45,35,-30,0,30,MATURE,0
ACC0009595,40,-45,-35,-40,-55,-30,40,30,YOUNG,1
ACC0009596,40,-10,15,45,10,30,0,30,YOUNG,0
ACC0009597,10,-45,-35,45,35,30,40,30,YOUNG,0
ACC0009598,75,-10,-35,-40,-20,55,0,30,YOUNG,0
ACC0009599,10,55,-35,-40,-20,-30,40,30,YOUNG,1
ACC0009600,40,-45,-35,-40,10,-30,40,30,YOUNG,0
ACC0009601,40,-10,15,45,35,5,40,-20,YOUNG,0
ACC0009602,75,-45,-35,-40,35,55,40,30,YOUNG,0
ACC0009603,75,-10,15,45,35,5,40,30,MATURE,0
ACC0009604,-60,-10,15,45,65,-30,40,-20,MATURE,0
ACC0009605,75,25,50,45,-20,-30,0,30,MATURE,0
ACC0009606,75,-10,15,-40,65,-30,40,30,YOUNG,0
ACC0009607,75,25,-35,-40,10,-30,0,30,MATURE,0
ACC0009608,75,-45,15,45,65,-30,40,30,MATURE,0
ACC0009609,10,-45,-35,45,35,5,0,30,YOUNG,0
ACC0009610,75,-45,50,-40,-55,-30,-50,-20,YOUNG,0
ACC0009611,-25,25,15,-40,65,5,0,-20,YOUNG,0
ACC0009612,75,-10,15,-40,10,55,-50,-20,YOUNG,1
ACC0009613,40,-10,50,45,65,5,0,-20,MATURE,0
ACC0009614,40,25,-35,45,35,55,40,30,MATURE,0
ACC0009615,10,-10,-35,45,35,-30,40,30,YOUNG,0
ACC0009616,40,25,50,45,-20,-30,40,-20,MATURE,0
ACC0009617,75,-45,-35,45,-55,5,0,30,YOUNG,0
ACC0009618,40,-10,50,-40,35,30,0,-20,MATURE,0
ACC0009619,40,-10,15,45,10,30,40,30,MATURE,0
ACC0009620,-25,-45,-35,-40,-55,-30,0,30,YOUNG,0
ACC0009621,40,25,-35,45,35,30,0,-20,MATURE,0
ACC0009622,-25,-10,-35,-40,35,-30,-50,30,YOUNG,0
ACC0009623,10,55,15,45,65,5,0,-20,MATURE,0
ACC0009624,10,-45,-35,45,35,30,0,-20,YOUNG,0
ACC0009625,40,-45,-35,45,10,-30,-50,30,YOUNG,0
ACC0009626,40,25,15,-40,65,-30,40,30,MATURE,0
ACC0009627,40,-45,-35,45,-20,5,40,-20,YOUNG,0
ACC0009628,10,55,-35,45,65,-30,40,30,MATURE,0
ACC0009629,40,-45,-35,-40,35,-30,0,-20,YOUNG,1
ACC0009630,40,55,50,45,10,30,40,30,MATURE,0
ACC0009631,-25,-45,-35,45,-55,30,-50,-20,YOUNG,1
ACC0009632,40,-10,15,45,65,5,0,30,YOUNG,0
ACC0009633,40,-45,15,45,-20,-30,0,30,YOUNG,1
ACC0009634,40,-45,15,45,-20,-30,0,30,YOUNG,0
ACC0009635,10,-45,15,-40,-55,30,0,30,YOUNG,1
ACC0009636,40,25,50,45,65,5,40,30,MATURE,0
ACC0009637,10,25,50,45,35,5,40,30,MATURE,0
ACC0009638,40,-45,-35,-40,-20,5,40,30,YOUNG,1
ACC0009639,40,25,15,45,35,-30,40,30,MATURE,0
ACC0009640,40,-10,-35,45,-55,30,-50,30,YOUNG,1
ACC0009641,10,-10,15,-40,-55,-30,40,30,YOUNG,1
ACC0009642,75,55,15,45,35,30,40,-20,MATURE,0
ACC0009643,10,25,50,-40,10,5,-50,-20,YOUNG,1
ACC0009644,40,-45,-35,45,35,30,0,30,YOUNG,0
ACC0009645,-25,-45,15,-40,10,-30,0,30,YOUNG,0
ACC0009646,75,-45,-35,45,-55,30,40,-20,MATURE,1
ACC0009647,40,25,-35,45,-20,30,40,-20,MATURE,0
ACC0009648,75,-10,50,45,65,-30,0,30,MATURE,0
ACC0009649,40,-10,-35,-40,10,-30,0,30,YOUNG,0
ACC0009650,40,-10,-35,45,10,5,-50,-20,YOUNG,1
ACC0009651,40,25,15,-40,10,5,40,30,MATURE,0
ACC0009652,10,-45,15,45,65,-30,40,30,YOUNG,1
ACC0009653,-25,25,15,-40,35,5,0,30,YOUNG,0
ACC0009654,-60,-10,15,-40,-20,-30,40,30,YOUNG,1
ACC0009655,75,55,-35,45,10,-30,0,30,MATURE,0
ACC0009656,-25,-10,-35,45,-20,-30,-50,-20,YOUNG,0
ACC0009657,75,-45,50,-40,-20,-30,0,30,YOUNG,0
ACC0009658,40,25,15,45,35,55,0,-20,MATURE,0
ACC0009659,40,-10,-35,-40,10,-30,-50,-20,YOUNG,0
ACC0009660,-25,55,15,45,-55,-30,-50,-20,YOUNG,1
ACC0009661,10,-45,15,45,10,30,40,30,YOUNG,0
ACC0009662,75,55,15,45,-20,30,0,30,MATURE,0
ACC0009663,-60,-45,-35,45,10,-30,-50,-20,YOUNG,0
ACC0009664,75,-10,15,45,-55,-30,0,30,YOUNG,0
ACC0009665,10,55,15,45,-20,30,0,30,MATURE,0
ACC0009666,40,25,50,45,-55,5,0,30,YOUNG,0
ACC0009667,-25,-10,15,-40,-55,5,-50,30,YOUNG,1
ACC0009668,40,-45,-35,-40,-55,-30,40,-20,YOUNG,0
ACC0009669,10,25,-35,-40,-20,5,-50,30,YOUNG,0
ACC0009670,10,-45,50,45,10,30,-50,30,YOUNG,0
ACC0009671,-60,-10,15,-40,-20,-30,0,30,YOUNG,1
ACC0009672,40,55,50,-40,10,-30,0,-20,MATURE,0
ACC0009673,10,55,15,45,-20,-30,40,-20,MATURE,1
ACC0009674,75,-45,15,45,10,5,0,30,YOUNG,0
ACC0009675,40,55,50,45,35,30,40,-20,MATURE,0
ACC0009676,75,55,-35,-40,10,5,40,30,YOUNG,0
ACC0009677,40,55,-35,-40,35,5,0,30,YOUNG,0
ACC0009678,75,25,15,-40,10,-30,40,30,YOUNG,0
ACC0009679,40,55,50,45,65,5,40,-20,MATURE,0
ACC0009680,40,55,15,45,65,55,40,-20,MATURE,0
ACC0009681,-25,55,-35,45,10,-30,0,30,MATURE,1
ACC0009682,40,25,-35,45,10,-30,0,30,MATURE,0
ACC0009683,10,-45,15,-40,-55,5,-50,30,YOUNG,1
