account_id,payment_history,credit_utilization,account_tenure,monthly_income,num_credit_lines,recent_inquiries,segment,target
ACC0005328,10,5,5,-20,-40,-15,CONSUMER,0
ACC0005329,75,65,55,60,-10,-15,CONSUMER,0
ACC0005330,75,35,5,-20,-10,-45,CONSUMER,0
ACC0005331,-25,-30,5,-45,-40,-45,SME,0
ACC0005332,-60,5,5,60,20,-45,SME,0
ACC0005333,10,-55,5,60,20,-45,CONSUMER,0
ACC0005334,40,65,-50,-20,20,15,CONSUMER,0
ACC0005335,10,5,-35,35,20,15,CONSUMER,0
ACC0005336,-25,35,55,10,20,45,ENTERPRISE,1
ACC0005337,-25,65,55,60,20,15,CONSUMER,1
ACC0005338,40,-30,5,10,-10,-15,CONSUMER,0
ACC0005339,40,65,30,-45,-40,15,CONSUMER,0
ACC0005340,-25,-30,-35,-45,40,45,CONSUMER,0
ACC0005341,75,5,-35,35,-40,45,CONSUMER,0
ACC0005342,10,5,5,-20,20,45,SME,0
ACC0005343,40,5,55,10,20,-45,SME,0
ACC0005344,40,5,30,35,-40,-15,CONSUMER,0
ACC0005345,-25,35,55,10,-10,15,CONSUMER,0
ACC0005346,-25,35,5,35,-40,-15,SME,0
ACC0005347,-25,35,-50,-20,20,45,CONSUMER,0
ACC0005348,-60,35,30,-20,-40,-45,CONSUMER,0
ACC0005349,75,65,-50,35,-10,-15,CONSUMER,0
ACC0005350,10,-30,55,10,-10,15,CONSUMER,0
ACC0005351,10,-55,30,10,-40,-15,CONSUMER,0
ACC0005352,40,5,5,-20,-40,45,SME,0
ACC0005353,-60,-30,-35,60,-40,15,SME,0
ACC0005354,40,5,-35,35,20,-15,CONSUMER,0
ACC0005355,40,5,30,-20,-10,-15,ENTERPRISE,0
ACC0005356,10,-55,-35,60,-10,45,CONSUMER,0
ACC0005357,40,65,30,-45,-10,-15,CONSUMER,0
ACC0005358,-25,5,5,35,-10,-15,CONSUMER,0
ACC0005359,-60,5,5,-45,-10,15,CONSUMER,0
ACC0005360,40,5,-35,10,-10,-45,CONSUMER,0
ACC0005361,-25,35,5,-20,-40,45,CONSUMER,0
ACC0005362,-25,-30,55,35,20,15,CONSUMER,0
ACC0005363,10,5,5,35,-10,15,CONSUMER,0
ACC0005364,-60,5,30,35,-40,-45,CONSUMER,0
ACC0005365,-25,-30,5,10,40,-15,CONSUMER,0
ACC0005366,10,65,-50,10,20,-15,CONSUMER,0
ACC0005367,-25,65,5,10,40,15,SME,0
ACC0005368,75,5,-35,35,40,45,CONSUMER,0
ACC0005369,10,35,-35,10,-10,-15,CONSUMER,0
ACC0005370,-25,35,5,-20,-10,-45,CONSUMER,0
ACC0005371,40,35,30,35,20,-15,CONSUMER,0
ACC0005372,10,65,5,10,-10,-15,CONSUMER,0
ACC0005373,40,-55,-35,60,-40,-15,CONSUMER,0
ACC0005374,75,35,30,10,-40,15,CONSUMER,0
ACC0005375,10,65,5,-45,-10,15,CONSUMER,0
ACC0005376,40,65,55,-45,-10,-45,SME,0
ACC0005377,10,35,5,60,-10,45,SME,0
ACC0005378,75,5,-35,60,20,-15,CONSUMER,0
ACC0005379,-60,5,-35,-20,-10,-45,CONSUMER,1
ACC0005380,10,35,5,-20,-40,-15,ENTERPRISE,0
ACC0005381,10,-55,55,-20,-10,15,CONSUMER,0
ACC0005382,10,-30,55,-20,20,45,CONSUMER,0
ACC0005383,40,-30,-50,10,-10,-15,ENTERPRISE,0
ACC0005384,40,5,30,10,-40,45,CONSUMER,1
ACC0005385,10,65,5,60,-40,-15,CONSUMER,0
ACC0005386,75,-55,-50,10,40,-15,SME,0
ACC0005387,75,-30,55,10,20,-15,CONSUMER,0
ACC0005388,10,35,-35,-45,-10,-15,CONSUMER,0
ACC0005389,-25,5,5,10,40,-45,CONSUMER,0
ACC0005390,10,35,5,35,-40,45,CONSUMER,0
ACC0005391,-25,-55,30,35,-10,-45,CONSUMER,0
ACC0005392,75,5,-50,10,20,-45,CONSUMER,0
ACC0005393,10,5,5,60,20,-15,CONSUMER,0
ACC0005394,75,35,5,35,20,15,SME,0
ACC0005395,-25,-30,5,35,20,-15,CONSUMER,0
ACC0005396,-60,5,5,60,-10,45,CONSUMER,1
ACC0005397,10,-30,-35,35,20,-15,CONSUMER,0
ACC0005398,-25,5,-35,10,-10,45,CONSUMER,0
ACC0005399,40,35,5,10,-10,-15,CONSUMER,0
ACC0005400,10,35,-35,10,-10,15,CONSUMER,0
ACC0005401,10,5,30,35,40,15,CONSUMER,0
ACC0005402,40,5,5,10,-10,15,CONSUMER,0
ACC0005403,40,5,55,-20,-10,15,CONSUMER,0
ACC0005404,10,5,30,60,-10,-45,CONSUMER,0
ACC0005405,10,35,5,60,20,15,CONSUMER,0
ACC0005406,10,-30,-35,35,40,45,CONSUMER,0
ACC0005407,75,65,30,35,20,-45,CONSUMER,0
ACC0005408,10,-30,30,35,-40,-15,CONSUMER,0
ACC0005409,40,35,55,60,-10,-45,SME,0
ACC0005410,40,5,5,10,20,45,CONSUMER,0
ACC0005411,40,35,30,60,20,-15,CONSUMER,0
ACC0005412,-60,65,30,10,-40,-45,SME,0
ACC0005413,75,-55,30,-20,-10,15,SME,0
ACC0005414,10,5,5,35,-10,15,CONSUMER,0
ACC0005415,40,35,5,-20,40,-15,SME,0
ACC0005416,-25,35,30,-20,-40,-15,CONSUMER,0
ACC0005417,75,35,5,-45,-10,15,SME,0
ACC0005418,-60,5,55,10,20,-45,CONSUMER,0
ACC0005419,-60,-55,30,10,-40,15,CONSUMER,0
ACC0005420,-25,5,-50,10,-40,-15,CONSUMER,0
ACC0005421,10,35,55,-20,-40,-15,CONSUMER,0
ACC0005422,-25,5,30,35,40,-45,CONSUMER,0
ACC0005423,10,-30,5,35,40,-15,CONSUMER,0
ACC0005424,40,5,-35,10,-40,-45,CONSUMER,0
ACC0005425,10,65,-35,-45,20,-45,CONSUMER,0
ACC0005426,75,-55,30,35,-40,-45,CONSUMER,0
ACC0005427,10,65,55,10,-40,-15,CONSUMER,0
ACC0005428,10,-30,5,35,-10,45,CONSUMER,0
ACC0005429,40,5,5,10,20,-15,CONSUMER,0
ACC0005430,-25,-30,30,60,40,15,SME,0
ACC0005431,10,35,-50,10,-10,-45,CONSUMER,0
ACC0005432,-60,35,-35,-20,20,-15,CONSUMER,0
ACC0005433,75,5,30,60,-40,15,CONSUMER,0
ACC0005434,40,35,55,-20,40,45,ENTERPRISE,0
ACC0005435,-25,5,30,-20,-10,45,CONSUMER,1
ACC0005436,40,35,5,10,-40,45,SME,0
ACC0005437,10,5,-35,60,-10,-45,CONSUMER,0
ACC0005438,40,-30,-50,60,-40,-45,SME,0
ACC0005439,-25,5,-50,35,-40,-15,CONSUMER,0
ACC0005440,40,65,30,35,-10,45,CONSUMER,0
ACC0005441,40,5,30,-45,40,-15,CONSUMER,0
ACC0005442,40,35,-35,10,20,45,CONSUMER,0
ACC0005443,-25,35,30,10,-10,45,CONSUMER,0
ACC0005444,10,-30,-35,35,-10,-15,SME,0
ACC0005445,40,-55,5,-45,-10,-45,CONSUMER,0
ACC0005446,-60,5,5,-20,-10,-15,CONSUMER,0
ACC0005447,75,-30,30,60,-40,15,CONSUMER,0
ACC0005448,40,5,55,60,40,15,SME,0
ACC0005449,10,5,5,-45,40,45,CONSUMER,0
ACC0005450,75,65,5,35,-40,-45,ENTERPRISE,0
ACC0005451,-25,65,30,10,-10,45,CONSUMER,1
ACC0005452,40,65,5,35,-10,15,SME,0
ACC0005453,10,-30,5,35,20,-15,CONSUMER,0
ACC0005454,40,-30,5,10,20,-15,SME,0
ACC0005455,10,35,5,10,20,-45,SME,0
ACC0005456,10,65,30,10,-40,-15,CONSUMER,1
ACC0005457,10,35,55,60,-40,15,SME,0
ACC0005458,75,35,-35,-20,-10,15,SME,0
ACC0005459,40,35,5,-45,-40,-15,CONSUMER,0
ACC0005460,40,5,5,10,-10,15,SME,0
ACC0005461,40,65,5,-20,-40,-45,CONSUMER,0
ACC0005462,75,-30,30,35,40,15,CONSUMER,0
ACC0005463,40,-30,-50,35,-40,-15,ENTERPRISE,0
ACC0005464,10,-55,5,35,-10,15,CONSUMER,0
ACC0005465,40,5,55,-45,-10,-45,ENTERPRISE,0
ACC0005466,10,-55,55,60,-10,-15,CONSUMER,1
ACC0005467,40,5,-50,60,20,-45,CONSUMER,0
ACC0005468,-25,-55,30,35,-10,15,ENTERPRISE,0
ACC0005469,75,5,-35,60,20,45,CONSUMER,0
ACC0005470,-25,-55,30,-20,-10,-15,CONSUMER,0
ACC0005471,10,35,5,10,-10,-45,CONSUMER,0
ACC0005472,40,-55,30,35,-10,-45,CONSUMER,0
ACC0005473,75,35,30,-20,-10,45,SME,0
ACC0005474,-25,5,-50,10,20,45,CONSUMER,1
ACC0005475,10,-30,30,35,-40,-15,CONSUMER,0
ACC0005476,10,-55,55,10,20,-15,CONSUMER,0
ACC0005477,40,65,-35,-20,-40,45,CONSUMER,0
ACC0005478,-25,-55,55,-20,-40,15,CONSUMER,0
ACC0005479,75,35,5,-20,-40,-15,CONSUMER,0
ACC0005480,-25,35,-35,10,-10,15,CONSUMER,0
ACC0005481,-25,5,30,10,40,-45,CONSUMER,0
ACC0005482,-25,-30,30,10,-10,-15,CONSUMER,0
ACC0005483,40,65,30,-20,20,-15,CONSUMER,0
ACC0005484,-25,35,30,-45,-10,-15,CONSUMER,0
ACC0005485,40,35,30,60,40,-45,CONSUMER,0
ACC0005486,40,65,-35,35,-40,-15,CONSUMER,0
ACC0005487,40,-55,-35,-20,-40,-15,SME,0
ACC0005488,10,35,55,35,20,45,CONSUMER,0
ACC0005489,40,5,55,-45,-40,-45,CONSUMER,0
ACC0005490,10,5,5,35,20,-45,ENTERPRISE,0
ACC0005491,40,5,-35,10,40,-15,CONSUMER,1
ACC0005492,-25,5,-35,35,20,15,CONSUMER,1
ACC0005493,40,-55,-35,10,40,-45,SME,0
ACC0005494,40,5,30,35,-10,-45,CONSUMER,0
ACC0005495,-25,35,55,10,40,-45,CONSUMER,0
ACC0005496,-25,5,-50,-45,40,-45,CONSUMER,0
ACC0005497,-60,-55,-35,35,-10,15,CONSUMER,0
ACC0005498,75,5,5,60,20,-15,CONSUMER,0
ACC0005499,-25,5,30,10,-40,-15,ENTERPRISE,0
ACC0005500,-25,-30,55,-20,20,15,CONSUMER,0
ACC0005501,40,5,-35,10,40,-45,SME,0
ACC0005502,-25,-55,30,35,-10,-15,CONSUMER,0
ACC0005503,75,5,5,10,20,-15,CONSUMER,0
ACC0005504,75,-30,30,35,20,-45,SME,0
ACC0005505,-60,35,5,-20,-10,-15,CONSUMER,0
ACC0005506,10,35,55,10,-10,15,CONSUMER,0
ACC0005507,10,5,30,-20,-40,-45,CONSUMER,1
ACC0005508,-25,5,30,-45,20,-45,CONSUMER,0
ACC0005509,40,5,5,10,-10,-45,CONSUMER,0
ACC0005510,-25,35,55,-20,-40,15,CONSUMER,0
ACC0005511,40,65,55,35,-40,15,CONSUMER,0
ACC0005512,40,35,55,10,20,15,CONSUMER,0
ACC0005513,40,-55,-50,-20,20,-45,CONSUMER,1
ACC0005514,75,-30,30,35,-40,45,CONSUMER,0
ACC0005515,10,5,30,-45,20,15,CONSUMER,0
ACC0005516,-25,-30,55,35,-40,-45,SME,1
ACC0005517,-25,5,30,35,20,-15,CONSUMER,0
ACC0005518,40,5,-50,10,-10,-45,ENTERPRISE,0
ACC0005519,10,35,30,10,-40,45,CONSUMER,0
ACC0005520,10,65,-35,-20,-10,-45,CONSUMER,0
ACC0005521,-25,5,5,60,-40,-15,CONSUMER,1
ACC0005522,-60,35,30,35,20,15,CONSUMER,0
ACC0005523,75,-55,-35,10,-10,-15,SME,0
ACC0005524,10,35,5,60,20,-45,CONSUMER,0
ACC0005525,75,5,5,10,-10,-15,CONSUMER,0
ACC0005526,-25,35,55,-20,-10,15,CONSUMER,0
ACC0005527,75,35,5,10,-40,-15,CONSUMER,0
ACC0005528,-60,5,-35,10,-40,-15,CONSUMER,0
ACC0005529,75,35,55,-45,40,-15,CONSUMER,0
ACC0005530,10,35,30,60,-10,-45,SME,1
ACC0005531,10,35,30,35,-10,45,CONSUMER,1
ACC0005532,75,-55,30,-20,-10,-45,CONSUMER,0
ACC0005533,40,35,55,10,-10,15,CONSUMER,0
ACC0005534,10,5,-35,35,40,-15,CONSUMER,0
ACC0005535,10,5,5,-20,40,15,SME,0
ACC0005536,40,5,-50,-20,-40,45,CONSUMER,0
ACC0005537,-60,35,-35,10,-10,15,CONSUMER,1
ACC0005538,10,-55,30,-20,20,-45,SME,0
ACC0005539,-60,65,5,35,-10,-15,CONSUMER,0
ACC0005540,75,65,5,-20,20,45,SME,0
ACC0005541,10,5,30,35,20,-45,CONSUMER,0
ACC0005542,-60,5,5,60,40,-15,CONSUMER,0
ACC0005543,-25,-55,55,10,-10,-45,CONSUMER,0
ACC0005544,40,5,-35,-20,-10,45,CONSUMER,0
ACC0005545,75,35,-35,35,40,15,CONSUMER,0
ACC0005546,75,-30,5,-20,40,-45,CONSUMER,0
ACC0005547,75,35,5,60,20,-15,CONSUMER,0
ACC0005548,75,5,30,35,20,15,CONSUMER,0
ACC0005549,10,-55,30,-45,-40,-45,SME,1
ACC0005550,-25,65,30,-20,-10,-15,CONSUMER,1
ACC0005551,10,35,-50,60,-40,15,CONSUMER,1
ACC0005552,-60,5,55,10,-40,-15,CONSUMER,0
ACC0005553,40,-30,55,10,-40,15,CONSUMER,0
ACC0005554,75,35,5,60,-40,-15,CONSUMER,0
ACC0005555,-60,35,55,-45,20,-15,CONSUMER,0
ACC0005556,10,-30,30,10,-10,15,CONSUMER,0
ACC0005557,40,65,5,10,40,45,CONSUMER,0
ACC0005558,10,-55,30,-45,20,-15,CONSUMER,0
ACC0005559,75,5,-50,35,-40,45,CONSUMER,1
ACC0005560,-60,5,5,10,40,-15,CONSUMER,0
ACC0005561,40,65,-35,10,-10,15,ENTERPRISE,0
ACC0005562,10,35,5,10,40,15,CONSUMER,0
ACC0005563,75,-30,5,-20,20,15,CONSUMER,0
ACC0005564,40,5,30,35,-10,-15,CONSUMER,0
ACC0005565,10,5,-50,35,20,-15,CONSUMER,0
ACC0005566,75,5,5,60,40,-15,CONSUMER,0
ACC0005567,75,5,-35,35,-10,-15,CONSUMER,0
ACC0005568,75,65,5,10,-10,45,CONSUMER,0
ACC0005569,10,-30,30,60,-10,15,CONSUMER,0
ACC0005570,-25,-30,5,10,-40,-45,CONSUMER,0
ACC0005571,-60,-30,30,35,-40,15,CONSUMER,0
ACC0005572,75,5,-35,-45,20,15,SME,0
ACC0005573,75,65,55,-45,-10,15,SME,0
ACC0005574,40,5,55,35,-40,45,CONSUMER,0
ACC0005575,40,-30,30,35,-10,-45,CONSUMER,0
ACC0005576,10,5,-50,-20,-40,-45,CONSUMER,0
ACC0005577,10,-55,5,10,-10,-15,CONSUMER,1
ACC0005578,-60,5,30,35,20,-45,CONSUMER,0
ACC0005579,-25,5,-50,-20,20,-45,CONSUMER,0
ACC0005580,10,65,-35,60,-40,15,CONSUMER,0
ACC0005581,10,65,30,-20,-10,15,CONSUMER,0
ACC0005582,-25,5,30,10,-40,45,SME,0
ACC0005583,10,35,5,35,-10,-15,ENTERPRISE,1
ACC0005584,75,35,-35,-45,-10,-15,CONSUMER,0
ACC0005585,10,35,5,-20,-10,45,SME,0
ACC0005586,10,65,30,10,-40,-15,SME,0
ACC0005587,-60,65,55,-20,20,15,CONSUMER,0
ACC0005588,75,65,-35,35,20,-15,SME,0
ACC0005589,40,-30,-50,35,40,-45,CONSUMER,0
ACC0005590,-25,5,30,35,-10,-15,CONSUMER,0
ACC0005591,40,5,55,-45,20,15,CONSUMER,0
ACC0005592,-60,5,30,10,-40,-15,CONSUMER,0
ACC0005593,75,35,30,35,-10,-15,CONSUMER,0
ACC0005594,10,35,5,-20,-40,-15,CONSUMER,0
ACC0005595,75,5,-35,35,-10,15,CONSUMER,0
ACC0005596,10,-30,30,10,-40,45,SME,0
ACC0005597,-60,5,-50,10,-40,-45,CONSUMER,0
ACC0005598,-25,-30,5,10,-10,-15,CONSUMER,0
ACC0005599,-25,5,30,-20,40,-45,SME,0
ACC0005600,-60,35,5,10,-40,45,CONSUMER,0
ACC0005601,10,65,30,35,40,-15,CONSUMER,0
ACC0005602,75,-30,30,60,-40,-45,CONSUMER,0
ACC0005603,40,-30,55,10,-40,-45,CONSUMER,0
ACC0005604,-60,-30,-35,10,-10,15,CONSUMER,0
ACC0005605,75,5,55,10,-40,-45,ENTERPRISE,0
ACC0005606,10,5,5,-45,-40,15,CONSUMER,0
ACC0005607,10,35,5,10,-10,-45,CONSUMER,1
ACC0005608,10,35,-50,-20,-40,-15,CONSUMER,1
ACC0005609,40,5,-35,10,40,-15,CONSUMER,0
ACC0005610,10,5,30,60,-10,-15,CONSUMER,0
ACC0005611,40,5,30,-45,-10,-45,CONSUMER,1
ACC0005612,75,5,-50,-45,20,45,CONSUMER,0
ACC0005613,40,5,-35,60,-40,-45,CONSUMER,0
ACC0005614,10,-30,30,-20,40,15,CONSUMER,0
ACC0005615,75,5,5,35,20,-15,CONSUMER,1
ACC0005616,-25,35,-35,35,20,45,CONSUMER,0
ACC0005617,-25,-30,30,-20,20,45,CONSUMER,1
ACC0005618,75,35,30,10,-10,-45,CONSUMER,1
ACC0005619,10,5,30,-20,-40,15,SME,0
ACC0005620,75,-30,30,35,-10,45,CONSUMER,0
ACC0005621,-25,-30,5,-45,-10,-15,CONSUMER,0
ACC0005622,-25,-30,-35,-20,40,15,CONSUMER,0
ACC0005623,10,-30,-35,-45,-40,-15,CONSUMER,0
ACC0005624,-25,5,-35,10,20,-45,CONSUMER,0
ACC0005625,-60,35,5,10,40,-15,CONSUMER,0
ACC0005626,10,65,30,35,-10,45,CONSUMER,0
ACC0005627,-60,-30,-35,60,20,-45,CONSUMER,0
ACC0005628,40,5,5,10,-10,-45,CONSUMER,1
ACC0005629,75,35,30,10,20,-15,CONSUMER,0
ACC0005630,10,5,30,-20,-40,-45,SME,0
ACC0005631,75,35,55,-20,-10,15,SME,0
ACC0005632,-60,65,55,-20,-40,45,SME,0
ACC0005633,40,5,-35,10,-40,15,CONSUMER,0
ACC0005634,40,-30,55,60,-40,-15,CONSUMER,0
ACC0005635,-25,-30,55,-20,-40,15,CONSUMER,0
ACC0005636,40,5,-50,10,-10,-45,CONSUMER,0
ACC0005637,-25,-55,5,-20,-40,-45,CONSUMER,0
ACC0005638,40,35,-50,-20,-10,15,CONSUMER,0
ACC0005639,40,5,5,-20,-10,-45,CONSUMER,0
ACC0005640,40,65,30,10,40,45,CONSUMER,0
ACC0005641,75,5,30,-20,20,15,CONSUMER,0
ACC0005642,40,5,-50,35,40,-45,CONSUMER,0
ACC0005643,40,5,5,35,-40,-15,CONSUMER,0
ACC0005644,10,65,-35,35,20,45,CONSUMER,0
ACC0005645,40,65,55,60,40,15,CONSUMER,0
ACC0005646,10,5,30,10,-10,15,CONSUMER,0
ACC0005647,75,5,-35,-20,-10,15,CONSUMER,1
ACC0005648,40,35,5,10,20,15,CONSUMER,0
ACC0005649,-60,35,-50,60,20,-45,CONSUMER,0
ACC0005650,10,35,5,-45,-40,15,SME,0
ACC0005651,75,65,30,10,-10,-45,CONSUMER,0
ACC0005652,40,35,-50,35,-10,-15,CONSUMER,0
ACC0005653,10,-30,30,10,-10,-45,SME,0
ACC0005654,10,5,30,35,40,-15,SME,0
ACC0005655,10,-55,30,-20,40,15,CONSUMER,0
ACC0005656,40,35,5,10,-40,-45,CONSUMER,0
ACC0005657,-25,65,55,35,-40,-15,ENTERPRISE,0
ACC0005658,75,5,-35,-45,20,-15,CONSUMER,0
ACC0005659,40,35,30,-45,-10,45,CONSUMER,0
ACC0005660,-25,65,30,60,-40,-15,CONSUMER,1
ACC0005661,-25,-30,55,60,-10,15,CONSUMER,0
ACC0005662,10,65,55,10,20,45,SME,0
ACC0005663,-25,-55,55,60,-10,15,CONSUMER,1
ACC0005664,75,-55,5,10,-40,-15,CONSUMER,1
ACC0005665,-25,-30,5,35,-10,-15,CONSUMER,0
ACC0005666,10,5,-35,-20,40,-15,CONSUMER,0
ACC0005667,-25,35,55,35,-10,-45,SME,0
ACC0005668,-25,35,55,60,40,-45,CONSUMER,0
ACC0005669,-25,65,30,-45,20,-45,CONSUMER,0
ACC0005670,10,35,5,10,40,-45,CONSUMER,1
ACC0005671,40,5,30,-20,20,45,CONSUMER,0
ACC0005672,10,5,-50,-20,-10,-15,CONSUMER,0
ACC0005673,-25,-55,-35,35,40,-15,CONSUMER,0
ACC0005674,10,-30,30,10,-10,-45,CONSUMER,0
ACC0005675,-25,5,55,60,-10,15,CONSUMER,1
ACC0005676,40,5,-35,35,-10,-45,CONSUMER,0
ACC0005677,-25,35,-35,-20,-40,-45,CONSUMER,0
ACC0005678,10,65,5,10,-10,-15,CONSUMER,0
ACC0005679,40,-30,5,10,20,-45,CONSUMER,0
ACC0005680,-25,65,-35,35,20,-45,CONSUMER,0
ACC0005681,-60,-55,-50,35,-40,-15,CONSUMER,0
ACC0005682,10,-55,5,-20,20,45,CONSUMER,0
ACC0005683,-25,5,30,10,20,-15,CONSUMER,0
ACC0005684,40,-30,-50,10,-10,45,CONSUMER,1
ACC0005685,75,-30,5,35,-40,45,CONSUMER,0
ACC0005686,40,-30,5,35,-10,15,SME,0
ACC0005687,-60,5,5,35,-40,-45,CONSUMER,0
ACC0005688,-25,65,5,60,-10,45,CONSUMER,0
ACC0005689,75,65,55,10,-10,15,SME,1
ACC0005690,-25,35,30,-20,-10,15,CONSUMER,0
ACC0005691,10,-30,30,10,-40,15,SME,1
ACC0005692,40,35,30,10,20,15,CONSUMER,1
ACC0005693,40,35,30,35,-40,-15,SME,0
ACC0005694,-25,5,30,10,20,15,CONSUMER,0
ACC0005695,10,5,30,10,40,-15,SME,0
ACC0005696,40,-30,-35,10,-40,-15,CONSUMER,0
ACC0005697,-60,5,5,-20,-10,-15,CONSUMER,0
ACC0005698,40,5,-35,-20,20,15,CONSUMER,0
ACC0005699,10,-55,55,10,-10,-45,CONSUMER,0
ACC0005700,10,-55,55,10,-40,15,SME,0
ACC0005701,-25,-30,30,10,-10,-45,CONSUMER,0
ACC0005702,75,-30,30,60,-10,15,CONSUMER,0
ACC0005703,40,5,5,35,-10,-45,CONSUMER,0
ACC0005704,-60,-30,5,10,-40,45,CONSUMER,0
ACC0005705,10,-30,5,60,20,-15,CONSUMER,0
ACC0005706,75,-55,-35,-45,-10,45,CONSUMER,0
ACC0005707,75,5,55,-45,20,-45,CONSUMER,0
ACC0005708,-60,5,5,35,-10,15,CONSUMER,0
ACC0005709,-25,-55,30,35,-10,-15,CONSUMER,0
ACC0005710,10,5,30,-20,-10,-15,CONSUMER,0
ACC0005711,10,5,5,10,-10,45,SME,0
ACC0005712,40,5,-35,10,20,-15,CONSUMER,0
ACC0005713,75,5,55,-45,-10,15,CONSUMER,0
ACC0005714,40,5,5,35,40,-15,CONSUMER,0
ACC0005715,40,35,5,-20,-40,-15,CONSUMER,1
ACC0005716,40,65,30,-45,20,45,SME,0
ACC0005717,-60,35,-35,35,-40,-45,CONSUMER,0
ACC0005718,-60,-30,5,-20,-10,15,CONSUMER,1
ACC0005719,10,-30,30,35,40,-45,SME,0
ACC0005720,40,-30,5,10,-10,-45,CONSUMER,0
ACC0005721,10,-30,55,60,20,-45,CONSUMER,0
ACC0005722,40,5,30,35,-40,-15,CONSUMER,0
ACC0005723,10,35,30,10,40,-15,CONSUMER,0
ACC0005724,40,-30,55,-20,-40,15,CONSUMER,0
ACC0005725,10,65,5,35,-10,-45,CONSUMER,0
ACC0005726,40,-30,5,-20,-10,-15,CONSUMER,0
ACC0005727,75,65,55,-20,20,-45,CONSUMER,0
ACC0005728,-60,35,-50,10,-10,-45,CONSUMER,1
ACC0005729,-25,35,5,10,-40,-15,ENTERPRISE,0
ACC0005730,40,35,-35,-20,20,45,CONSUMER,0
ACC0005731,10,35,55,-20,-10,-15,CONSUMER,0
ACC0005732,-25,-30,5,35,-10,15,SME,0
ACC0005733,75,35,-35,10,20,-45,CONSUMER,0
ACC0005734,10,5,55,10,40,45,CONSUMER,0
ACC0005735,10,-30,55,-45,20,45,CONSUMER,0
ACC0005736,10,65,30,35,-10,-15,CONSUMER,0
ACC0005737,10,5,55,35,20,15,CONSUMER,0
ACC0005738,10,-55,55,60,-40,-15,CONSUMER,0
ACC0005739,40,5,-35,-45,20,45,CONSUMER,0
ACC0005740,10,35,55,10,40,-15,CONSUMER,0
ACC0005741,10,65,30,35,-40,45,CONSUMER,0
ACC0005742,-25,35,5,60,-40,45,CONSUMER,0
ACC0005743,40,-30,30,60,20,-45,CONSUMER,0
ACC0005744,10,35,5,60,-40,-45,SME,0
ACC0005745,-25,5,5,35,20,-15,CONSUMER,0
ACC0005746,-60,35,-35,-45,40,15,CONSUMER,0
ACC0005747,40,65,-50,35,40,15,ENTERPRISE,0
ACC0005748,40,65,-50,35,-10,15,SME,0
ACC0005749,10,-30,-35,35,20,-15,CONSUMER,0
ACC0005750,40,65,-50,10,20,-15,CONSUMER,0
ACC0005751,10,-30,55,10,-40,-45,CONSUMER,0
ACC0005752,10,-55,5,10,40,-45,CONSUMER,0
ACC0005753,75,35,55,-20,-10,-15,CONSUMER,1
ACC0005754,75,5,5,10,-10,15,CONSUMER,0
ACC0005755,10,-30,30,-20,20,-45,CONSUMER,0
ACC0005756,-25,-30,-35,35,-40,15,CONSUMER,0
ACC0005757,75,5,5,10,-10,45,CONSUMER,0
ACC0005758,-25,-55,-35,10,20,-45,CONSUMER,0
ACC0005759,10,-30,5,60,20,-15,CONSUMER,0
ACC0005760,75,-30,5,35,20,-15,CONSUMER,0
ACC0005761,10,5,5,10,20,45,CONSUMER,0
ACC0005762,-25,-30,5,10,-10,-15,CONSUMER,0
ACC0005763,10,35,30,35,-40,15,CONSUMER,0
ACC0005764,-25,65,30,10,-10,-15,CONSUMER,0
ACC0005765,-60,-30,5,60,-10,-45,CONSUMER,0
ACC0005766,10,-30,-35,60,-10,15,CONSUMER,0
ACC0005767,10,35,5,-20,20,-15,CONSUMER,0
ACC0005768,10,5,5,-45,-40,-15,SME,1
ACC0005769,-60,5,-35,10,20,-15,SME,0
ACC0005770,10,5,30,10,40,15,CONSUMER,0
ACC0005771,10,65,30,60,-40,-45,SME,0
ACC0005772,10,5,-35,10,20,45,CONSUMER,0
ACC0005773,-25,-30,30,10,40,-45,CONSUMER,0
ACC0005774,75,5,-50,-20,20,45,CONSUMER,0
ACC0005775,-25,5,-35,35,20,45,CONSUMER,0
ACC0005776,40,35,30,-20,-10,15,CONSUMER,0
ACC0005777,10,5,5,35,-10,45,CONSUMER,0
ACC0005778,40,65,55,-20,-10,-45,CONSUMER,0
ACC0005779,40,-55,30,10,20,45,SME,0
ACC0005780,10,5,5,10,-40,-45,CONSUMER,0
ACC0005781,-25,-30,-35,10,40,45,CONSUMER,0
ACC0005782,10,35,5,60,-40,15,CONSUMER,0
ACC0005783,10,-30,-50,-45,-10,-15,CONSUMER,0
ACC0005784,10,5,5,-20,-10,-15,CONSUMER,0
ACC0005785,75,65,-35,35,20,-45,CONSUMER,0
ACC0005786,-60,-55,55,60,-10,45,CONSUMER,0
ACC0005787,-25,-55,30,10,-10,15,CONSUMER,0
ACC0005788,-25,-55,55,35,20,-15,CONSUMER,0
ACC0005789,10,5,55,10,-40,45,CONSUMER,0
ACC0005790,-25,35,5,35,20,15,CONSUMER,0
ACC0005791,10,-30,-50,-20,20,15,CONSUMER,0
ACC0005792,10,35,30,60,-10,15,CONSUMER,0
ACC0005793,75,35,55,10,-40,45,CONSUMER,0
ACC0005794,75,35,-35,35,20,-15,CONSUMER,0
ACC0005795,-60,35,5,-20,40,45,CONSUMER,0
